Varia por patamar?      ,    0,Unidade ,     MW,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,    7
Estg,Ser.,Pat.,Sydney      ,New York    ,DorrieR1    ,DorrieR2    ,Solar       ,Wind_2024   ,DSM and DR  
 662,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  446.42    
 663,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  446.42    
 664,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  446.42    
 665,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  446.42    
 666,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  472.87    
 667,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  549.79    
 668,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.82    
 669,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.82    
 670,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  549.79    
 671,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  285.27    
 672,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  285.27    
 673,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  215.04    
 674,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  215.04    
 675,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  217.65    
 676,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  217.65    
 677,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 678,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 679,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 680,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  411.98    
 681,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  446.42    
 682,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  446.42    
 683,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  411.98    
 684,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 685,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 686,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 687,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 688,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 689,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 690,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  411.98    
 691,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.38    
 692,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.82    
 693,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.82    
 694,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.82    
 695,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  215.04    
 696,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  215.04    
 697,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  215.04    
 698,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  217.65    
 699,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 700,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 701,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 702,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 703,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 704,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 705,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  411.98    
 706,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  411.98    
 707,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 708,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 709,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 710,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 711,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 712,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 713,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  377.50    
 714,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  411.98    
 715,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.38    
 716,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.38    
 717,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.38    
 718,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.81    ,  539.38    
 719,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  217.65    
 720,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  215.04    
 721,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  217.65    
 722,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  217.65    
 723,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 724,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 725,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 726,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  202.71    
 727,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 728,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 729,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 730,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 731,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 732,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 733,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 734,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 735,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 736,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 737,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  394.86    
 738,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.79    ,  513.49    
 739,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  590.85    
 740,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  590.85    
 741,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  590.85    
 742,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  433.80    ,  590.85    
 743,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  374.28    
 744,   1,   1,  8.0500    ,  0.0000    ,  3.0000    ,  3.0000    ,  0.0000    ,  446.40    ,  374.28    
